drug_name,disease_category,drug_category,product_name,clinical_trial_title,clinical_trial_start_date,clinical_trial_completion_date,clinical_trial_participants,country,clinical_trial_institution,side_effect,interacts_with,disease_name,company_name,clinical_trial_status,clinical_trial_condition,clinical_trial_address,clinical_trial_main_researcher
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan,c1q deficiency,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan, type a,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan, type a,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan, type a,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan, type a,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan,c1q deficiency,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan,c1q deficiency,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan,c1q deficiency,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan,c1q deficiency,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan, type a,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan, type a,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan, type a,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan, type a,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan, type b,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan, type b,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan, type b,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan, type b,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan, type b,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan, type b,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan, type b,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan, type b,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan, type b,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan, type b,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan, type b,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan, type b,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan, type b,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan, type b,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan, type b,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan, type b,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan,c1s deficiency,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan,c1s deficiency,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan,c1s deficiency,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan,c1s deficiency,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan, isolated,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan, isolated,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan, isolated,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan, isolated,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan,c1s deficiency,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan,c1s deficiency,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan,c1s deficiency,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan,c1s deficiency,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan, isolated,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan, isolated,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan, isolated,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan, isolated,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan,c1s deficiency,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan,c1s deficiency,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan,c1s deficiency,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan,c1s deficiency,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan, isolated,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan, isolated,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan, isolated,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan, isolated,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan,c1s deficiency,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan,c1s deficiency,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan,c1s deficiency,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan,c1s deficiency,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan, isolated,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan, isolated,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan, isolated,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan, isolated,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan,lupus nephritis,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan,lupus nephritis,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan,lupus nephritis,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan,lupus nephritis,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan, susceptibility to,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan, susceptibility to,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan, susceptibility to,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan, susceptibility to,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan,lupus nephritis,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan,lupus nephritis,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan,lupus nephritis,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan,lupus nephritis,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan, susceptibility to,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan, susceptibility to,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan, susceptibility to,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan, susceptibility to,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan,lupus nephritis,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan,lupus nephritis,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan,lupus nephritis,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan,lupus nephritis,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan, susceptibility to,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan, susceptibility to,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan, susceptibility to,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan, susceptibility to,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan,lupus nephritis,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan,lupus nephritis,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan,lupus nephritis,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan,lupus nephritis,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan, susceptibility to,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan, susceptibility to,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan, susceptibility to,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan, susceptibility to,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,cancer,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan, progression of,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
